ID,Name,Label,Owner,Ownership,Proof,Shonai,Kodomo,Type,Address,Address2,Y,X,Url,Tel,Fax,Full,AgeS,AgeE,Open,Close,H24,Memo,Extra,Temp,Holiday,Night,Vacancy,VacancyDate,Remarks,Parking,Bus,Uniform,Smock,Lunch_u3,Lunch_o3,Trainingwear,Cost,Competition,OpeningDate,Playground,Playroom,Pool,Sakidori,Hoikuroom
4210008,キッズルームチャコ千葉園,,,私立,,N,N,認可保育施設,千葉市中央区院内2-17-25,,35.6118313,140.1262111,,043-225-6503,,18,0,2,7:00,翌6：00,Y,,Y,Y,Y,Y,N,20180101,,4,,なし,なし,提供,,なし,,,,N,,,N,N
4210009,キッズルームチャコ稲毛園,,,私立,,N,N,認可保育施設,千葉市稲毛区小仲台6-2-10,,35.6384942,140.0925404,,043-207-4088,,18,0,2,7:00,22:00,N,,Y,Y,Y,Y,N,20180101,,2,,なし,なし,提供,,なし,,,,N,,,N,N
4210010,キートスチャイルドケアみつわ台,,,私立,,N,N,認可保育施設,千葉市若葉区みつわ台2-36-8,,35.6384415,140.1340283,,043-301-3244,,19,0,2,7:00,20:00,N,,Y,Y,N,N,N,20180101,,2,,なし,なし,提供,,なし,,,,N,,,N,N
4210011,森のおうちコッコロ,,,私立,,N,N,認可保育施設,千葉市緑区あすみが丘8-1-1,,35.5214564,140.2704778,,043-205-5056,,19,0,2,7:00,20:00,N,,Y,N,N,N,N,20180101,,4,,なし,なし,提供,,なし,,,,Y,,,N,N
4210023,Kid's Patio まくはり園,,,私立,,N,N,認可保育施設,千葉市花見川区幕張町5-498-2,,35.6587165,140.0542239,,043-306-9368,,18,0,2,7:30,20:30,N,,Y,N,N,N,N,20180101,,4,,なし,なし,提供,,なし,,,,N,,,N,N
4210024,おひさまのおうち,,,私立,,N,N,認可保育施設,千葉市中央区新宿2-11-6,,35.6060456,140.1158596,,043-302-7188,,12,0,2,7:00,20:00,N,,Y,N,N,N,N,20180101,,2,,なし,なし,提供,,なし,,,,N,,,N,N
4210025,ぷち・いろは保育園,,,私立,,N,N,認可保育施設,千葉市中央区神明町201-2,,35.6052099,140.1185956,,043-306-4700,,15,0,2,7:00,20:00,N,,Y,N,N,N,N,20180101,,2,,なし,なし,提供,,なし,,,,N,,,N,N
4210026,星のおうち千葉中央,,,私立,,N,N,認可保育施設,千葉市中央区神明町202-5,,35.6045932,140.1172985,,043-306-7013,,15,0,2,7:00,19:00,N,,Y,N,N,N,N,20180101,,0,,なし,なし,提供,,なし,,,,N,,,N,N
4210027,星のおうち,,,私立,,N,N,認可保育施設,千葉市花見川区幕張町4-586-1,,35.6599608,140.0540573,,043-306-5122,,11,0,2,7:00,19:00,N,,Y,N,N,N,N,20180101,,0,,なし,なし,提供,,なし,,,,N,,,N,N
4210028,べびぃまーむ,,,私立,,N,N,認可保育施設,千葉市若葉区西都賀3-3-12,,35.6366985,140.1477973,,043-441-6593,,12,0,2,7:00,19:00,N,,Y,N,N,N,N,20180101,,0,,なし,なし,提供,,なし,,,,N,,,N,N
4210029,アストロミニキャンプ小仲台,,,私立,,N,N,認可保育施設,千葉市稲毛区小仲台6-9-1,,35.6405995,140.0920015,,043-306-4800,,11,0,2,7:00,20:00,N,,Y,N,N,N,N,20180101,,0,,なし,なし,提供,,なし,,,,N,,,N,N
4210030,ミルキーウェイ,,,私立,,N,N,認可保育施設,千葉市緑区あすみが丘1-27-2,,35.5289638,140.2683749,,043-205-8878,,19,0,2,7:00,20:00,N,,Y,N,N,N,N,20180101,,2,,なし,なし,提供,,なし,,,,N,,,N,N
4210036,そらまめ千葉西口駅前園,,,私立,,N,N,認可保育施設,千葉市中央区新千葉1-7-9,,35.6120526,140.1115844,,043-306-3627,,19,0,2,7:00,21:00,N,,Y,N,N,N,N,20180101,,0,,なし,なし,提供,,なし,,,,N,,,N,N
4210037,千葉わくわく園,,,私立,,N,N,認可保育施設,千葉市中央区登戸1－11－18,,35.6100221,140.1083265,,043-242-7737,,19,0,2,7:00,19:00,N,,Y,Y,N,N,N,20180101,,0,,なし,なし,提供,,なし,,,,N,,,N,N
4210038,ニチイキッズ千葉中央第一,,,私立,,N,N,認可保育施設,千葉市中央区本千葉町1-1,,35.6080094,140.1187536,,043-202-2188,,19,0,2,7:00,19:00,N,,Y,N,N,N,N,20180101,,0,,なし,なし,提供,,なし,,,,N,,,N,N
4210039,ニチイキッズ千葉中央第二,,,私立,,N,N,認可保育施設,千葉市中央区本千葉町1-1,,35.6080094,140.1187536,,043-202-2215,,19,0,2,7:00,19:00,N,,Y,N,N,N,N,20180101,,0,,なし,なし,提供,,なし,,,,N,,,N,N
4210040,ほしのこキッズルーム,,,私立,,N,N,認可保育施設,千葉市中央区新千葉2-14-6,,35.6121969,140.1101345,,043-306-9410,,19,0,2,7:00,19:30,N,,Y,N,N,N,N,20180101,,0,,なし,なし,提供,,なし,,,,N,,,N,N
4210122,西千葉たんぽぽ保育室,,,私立,,N,N,認可保育施設,千葉市中央区松波4-22-10,,35.6239783,140.1108947,,043-307-3418,,19,0,2,7:00,20:00,N,,Y,N,N,N,N,20180101,,0,,なし,なし,提供,,なし,,,,N,,,N,N
4210123,ナーサリー・アーク,,,私立,,N,N,認可保育施設,千葉市中央区松波1-19-8,,35.6192622,140.107587,,043-441-5500,,12,0,2,7:00,20:00,N,,Y,N,N,N,N,20180101,,0,,なし,なし,提供,,なし,,,,N,,,N,N
4210124,キッズスペース・ウィーピー幕張本郷,,,私立,,N,N,認可保育施設,千葉市花見川区幕張本郷2-6-4,,35.6702176,140.0429135,,043-213-8311,,19,0,2,7:00,20:00,N,,Y,N,N,N,N,20180101,,3,,なし,なし,提供,,なし,,,,Y,,,N,N
4210125,千葉白菊幼稚園附属しらぎくナーサリー,,,私立,,N,N,認可保育施設,千葉市美浜区幸町2-12-8,,35.6207718,140.0912856,,043-241-6600,,19,0,2,7:00,19:00,N,,Y,N,N,N,N,20180101,,4,,なし,なし,提供,,なし,,,,Y,,,N,N
4210126,キッズパティオ西千葉園,,,私立,,N,N,認可保育施設,千葉市中央区松波2-18-11,,35.6227337,140.1065008,,043-256-6378,,12,0,2,7:00,20:00,N,,Y,N,N,N,N,20180101,,2,,なし,なし,提供,,なし,,,,N,,,N,N
4210203,ハニーキッズ草野園,,,私立,,N,N,認可保育施設,千葉市稲毛区長沼町312-14,,35.6555765,140.1162681,,043-251-3449,,12,0,2,7:30,18:30,N,,N,N,N,N,N,20180101,,0,,なし,なし,提供,,なし,,,,Y,,,N,N
4210205,そがチャイルドハウス,,,私立,,N,N,認可保育施設,千葉市中央区南町3-12-1,,35.576987,140.133505,,043-488-5445,,19,0,2,7:00,19:00,N,,Y,N,,N,N,20180101,,4,,なし,なし,提供,,なし,,,,N,,,N,N
4210209,はっぴー千葉園,,,私立,,N,N,認可保育施設,千葉市中央区登戸1-10-10,,35.609803,140.107949,,043-246-9881,,19,0,2,7:00,19:00,N,,Y,N,N,N,N,20180101,,0,,なし,なし,提供,,なし,,,,N,,,N,N
4210217,にじいろキャンディ検見川園,,,私立,,N,N,認可保育施設,千葉市花見川区検見川町3-302-25,,35.650423,140.072378,,043-310-3577,,12,0,2,7:00,19:00,N,,Y,N,,N,N,20180101,,4,,なし,なし,提供,,なし,,,,N,,,N,N
4210218,マミー＆ミー幕張園,,,私立,,N,N,認可保育施設,千葉市花見川区幕張町4-805-1,,35.660347,140.05333,,043-213-2373,,18,0,2,7:00,20:00,N,,Y,N,,N,N,20180101,,3,,なし,なし,提供,,なし,,,,N,,,N,N
4210219,小規模保育ひまわりえん,,,私立,,N,N,認可保育施設,千葉市若葉区桜木北1-15-1,,35.629272,140.163474,,043-232-6090,,12,0,2,7:00,20:00,N,,Y,N,,N,N,20180101,,0,,なし,なし,提供,,なし,,,,Y,,,N,N
4210220,みつばちキッズ,,,私立,,N,N,認可保育施設,千葉市若葉区桜木北2-10-3,,35.63637,140.155573,,043-386-6067,,19,0,2,7:00,20:00,N,,Y,N,,N,N,20180101,,3,,なし,なし,提供,,なし,,,,N,,,N,N
4210221,Kids Resort SOGA,,,私立,,N,N,認可保育施設,千葉市中央区南町3-1-22 1F,,35.578687,140.132758,,043-310-5427,,19,0,2,7:00,20:00,N,,Y,N,,N,N,20180101,,1,,なし,なし,提供,,なし,,,,N,,,N,N
4210222,スクルドエンジェル稲毛駅前園,,,私立,,N,N,認可保育施設,千葉市稲毛区稲毛東3-16-13,,35.637472,140.090241,,043-215-7870,,19,0,2,7:30,19:30,N,,Y,N,N,N,N,20180101,,1,,なし,なし,提供,,なし,,,,N,,,N,N
4210237,スクルドエンジェル検見川浜園,,,私立,,N,N,認可保育施設,千葉市美浜区真砂3-13-12 BAYPERCH真砂2F,,35.636386,140.062296,,043-279-3400,,19,0,2,7:30,20:00,N,,Y,N,,N,N,20180101,,0,,なし,なし,提供,,なし,,,,N,,,N,N
4210258,キートスチャイルドケア新千葉,,,私立,,N,N,認可保育施設,千葉市中央区新千葉1-7-3 2F,,35.611989,140.111898,,043-307-8560,,19,0,2,7:00,20:00,N,,Y,Y,,,N,20180101,,0,,なし,なし,提供,,なし,,,,N,,,N,N
4210259,花見川ちぐさキッズ園,,,私立,,N,N,認可保育施設,千葉市花見川区花見川8-19,,35.68482,140.095672,,043-250-6660,,12,0,2,7:00,19:00,N,,Y,N,N,N,N,20180101,,7,,なし,なし,提供,,なし,,,,Ｙ,,,N,N
4210260,稲毛ふわり保育室,,,私立,,N,N,認可保育施設,千葉市稲毛区小仲台6-19-16,,35.638719,140.095137,,043-307-3005,,12,0,2,7:00,20:00,N,,Y,N,N,N,N,20180101,,0,,なし,なし,提供,,なし,,,,N,,,N,N
4210261,ちいさなおうち　ふたば,,,私立,,N,N,認可保育施設,千葉市緑区おゆみ野3-6-2 YSビル102,,35.561098,140.178786,,043-300-2251,,12,0,2,7:00,19:00,N,,Y,N,,,N,20180101,,3,,なし,なし,提供,,なし,,,,N,,,N,N
4210262,おゆみ野南幼稚園附属みなみちゃんナーサリー,,,私立,,N,N,認可保育施設,千葉市緑区大金沢町417-1,,35.541227,140.189809,,043-300-0113,,19,0,2,,,N,,,N,,,N,20180101,,,,,,,,,,,,,,,N,N
5210001,まきの木えん,,,私立,,N,N,認可保育施設,千葉市緑区誉田町2-2307-142,,35.546138,140.2094896,,043-292-9929,,5,0,2,8:00,18:00,N,,Y,N,N,N,N,20180101,,2,,なし,なし,提供,,なし,,,,N,,,N,N
5210002,エデュケア・チルドレン・ハウス　にじ,,,私立,,N,N,認可保育施設,千葉市若葉区西都賀1丁目,,35.6362428,140.145003,,043-251-5978,,4,0,2,8:30,17:30,N,,Y,N,N,N,N,20180101,,1,,なし,なし,提供,,なし,,,,Ｎ,,,N,N
5210003,おうちほいく　ふたば,,,私立,,N,N,認可保育施設,千葉市若葉区みつわ台5丁目,,35.645068,140.135509,,043-206-2468,,4,0,2,8:00,18:00,N,,Y,N,N,N,N,20180101,,1,,なし,なし,提供,,なし,,,,Ｎ,,,N,N
5210004,おうちほいく　もみじのて,,,私立,,N,N,認可保育施設,千葉市若葉区若松町2216,,35.6372574,140.1739892,,043-231-6498,,3,0,2,7:00,20:00,N,,Y,N,N,N,Y,20180101,,5,,なし,なし,提供,,なし,,,,Ｎ,,,N,N
5210262,おうちほいく　ぽけっと,,,私立,,N,N,認可保育施設,千葉市美浜区幸町1-1-1-101,,35.611241,140.104202,,043-244-7076,,3,0,2,7:00,20:00,N,,Y,N,,,N,20180101,,0,,なし,なし,提供,,なし,,,,Ｎ,,,N,N
7210041,千葉医療センターつばき保育園（地域枠）,,,私立,,Y,N,認可保育施設,千葉市中央区椿森4-1-2,,35.6232875,140.1216493,,043-207-4176,,10,0,2,7:30,19:00,N,,Y,N,N,N,N,20180101,,16,,なし,なし,提供,,なし,,,,Y,,,N,N
7210042,園生幼稚園附属園生保育園（地域枠）,,,私立,,Y,N,認可保育施設,千葉市稲毛区園生町956-5,,35.6411668,140.104314,,043-290-4321,,6,0,2,7:30,18:30,N,,N,N,N,N,N,20180101,,20,,なし,なし,提供,,なし,,,,Y,,,N,N
7210043,ひまわり保育室（地域枠）,,,私立,,Y,N,認可保育施設,千葉市緑区あすみが丘7-2-3,,35.5206869,140.2650173,,043-294-9457,,5,0,2,7:00,19:00,N,,Y,N,N,N,N,20180101,,26,,なし,なし,提供,,なし,,,,N,,,N,N
7210044,みどりの森めばえ（地域枠）,,,私立,,Y,N,認可保育施設,千葉市緑区大木戸町1200-68,,35.5089682,140.2322986,,043-205-5151,,7,0,2,7:00,19:00,N,,Y,N,N,N,N,20180101,,82,,なし,指定,提供,,なし,,,,Y,,,N,N
7210045,美浜ナーサリーささえ愛（地域枠）,,,私立,,Y,N,認可保育施設,千葉市美浜区磯辺6-3-9,,35.6363803,140.0535635,,043-270-6100,,11,0,2,7:00,19:00,N,,Y,N,N,N,N,20180101,,3,,なし,なし,提供,,なし,,,,Y,,,N,N
7210097,イオンゆめみらい保育園（地域枠）,,,私立,,Y,N,認可保育施設,千葉市美浜区豊砂1-1 1F,,35.653804,140.031475,,043-306-6110,,5,0,2,7:00,22:00,N,,Y,N,Y,Y,N,20180101,,5,,なし,なし,提供,,なし,,,,N,,,N,N
7210238,うみかぜ南町保育園,,,私立,,Y,N,認可保育施設,千葉市中央区南町2-4-12 2F,,35.583396,140.134052,,043-308-3322,,12,0,2,7:00,20:00,N,,Y,N,,N,N,20180101,,146,,なし,なし,提供,,なし,,,,N,,,N,N
7210239,ナーサリーホームAEON稲毛,,,私立,,Y,N,認可保育施設,千葉市稲毛区小仲台1-4-20イオン稲毛店4階,,35.636675,140.094918,,043-290-1234,,18,0,2,7:00,19:00,N,,Y,N,N,N,N,20180101,,835,,なし,なし,提供,,なし,,,,N,,,N,N
7210240,ナーサリーホーム稲毛東,,,私立,,Y,N,認可保育施設,千葉市稲毛区稲毛東2-14-12,,35.636769,140.087574,,043-290-1234,,10,0,2,7:00,19:00,N,,Y,N,N,N,N,20180101,,1,,なし,なし,提供,,なし,,,,N,,,N,N
98000001,キッズ・ガーデン千葉中央園,,,私立,Y,N,N,認可外保育施設,千葉市中央区中央3-13-1 富士屋ビル2F,,35.6083746,140.1232242,,043-202-3888,,0,,,7:00,19:30,,,,Y,N,,,,,,,,,,,,,,,,,,N,Y
98000002,はっぴぃルーム本千葉駅前園,,,私立,Y,N,N,認可外保育施設,千葉市中央区長洲1-24-12 今井ビル1F,,35.6021051,140.1215094,,043-202-2562,,0,,,7:30,21:00,,,,Y,N,,,,,,,,,,,,,,,,,,N,Y
98000003,ベビールームこどものへや,,,私立,Y,N,N,認可外保育施設,千葉市中央区長洲1-33-13 共栄ビル,,35.6022049,140.1192707,,043-227-0007,,0,,,8:00,20:00,N,,Y,Y,N,N,,,,,,,,,,,,,,,,,N,Y
98000004,かるがも保育園蘇我園,,,私立,Y,N,N,認可外保育施設,千葉市中央区南町2-6-10 初芝ビル101,,35.5827015,140.1328262,,043-261-8349,,0,,,7:00,20:00,,,,Y,Y,,,,,,,,,,,,,,,,,,N,Y
98000005,リトルガーデン千葉ポートタウン,,,私立,Y,N,N,認可外保育施設,千葉市中央区千葉港1-18-2 プレミアムレジデンス千葉県立美術館前1F,,35.602588,140.100365,,043-244-8839,,0,,,7:00,19:00,N,,Y,Y,N,N,,,,,,,,,,,,,,,,,N,Y
98000006,中央保育所,,,私立,Y,N,N,認可外保育施設,千葉市中央区祐光2-11-12 SKマンション213号,,35.6176155,140.126418,,043-227-5155,,0,,,7:00,21:00,,,,Y,Y,,,,,,,,,,,,,,,,,,N,Y
98000007,キャンディ検見川園,,,私立,Y,N,N,認可外保育施設,千葉市花見川区検見川町3-302-25,,35.6504231,140.0723781,,043-310-3577,,0,,,7:30,19:00,N,,Y,Y,N,N,,,,,,,,,,,,,,,,,N,Y
98000008,ザ・パークハウス新検見川保育施設,,,私立,Y,N,N,認可外保育施設,千葉市花見川区検見川町3-327-3,,35.6468235,140.07077,,043-782‐6831,,0,,,7:45,19:30,N,,Y,Y,N,N,,,,,,,,,,,,,,,,,N,Y
98000009,きっずかりん,,,私立,Y,N,N,認可外保育施設,千葉市花見川区千種町112-1,,35.6771872,140.1078629,,043-286-7755,,0,,,8:00,18:00,N,,N,Y,Y,N,,,,,,,,,,,,,,,,,N,Y
98000010,新検見川駅前保育園,,,私立,Y,N,N,認可外保育施設,千葉市花見川区南花園2-2-12 アコルデ新検見川201,,35.6512756,140.0724072,,043-301-2877,,0,,,7:30,19:00,N,,Y,Y,N,N,,,,,,,,,,,,,,,,,N,Y
98000011,幕張おおぞら保育園,,,私立,Y,N,N,認可外保育施設,千葉市花見川区幕張町6-291-2 ニューウィング幕張2F,,35.6580339,140.0601861,,043-275-7827,,0,,,7:00,19:00,N,,Y,Y,N,N,,,,,,,,,,,,,,,,,N,Y
98000012,チャイルドケアセンター・プレイディア,,,私立,Y,N,N,認可外保育施設,千葉市花見川区幕張本郷1-3-22 プリズム幕張本郷1F,,35.6727878,140.0401642,,043-273-8866,,0,,,7:45,19:00,N,,Y,Y,N,N,,,,,,,,,,,,,,,,,N,Y
98000013,リトルガーデン幕張本郷,,,私立,Y,N,N,認可外保育施設,千葉市花見川区幕張本郷2-21-1,,35.668226,140.0386278,,043-216-2220,,0,,,7:00,19:00,N,,Y,Y,N,N,,,,,,,,,,,,,,,,,N,Y
98000014,KIDDY KINGDOM,,,私立,Y,N,N,認可外保育施設,千葉市花見川区幕張本郷6-15-2,,35.6754919,140.0423634,,043-308-9552,043-222-2082,0,,,7:00,19:00,N,,Y,Y,N,N,,,,,,,,,,,,,,,,,N,Y
98000015,ちびっこランド稲毛愛教園,,,私立,Y,N,N,認可外保育施設,千葉市稲毛区稲毛東5-1-4 斉藤ビル1F,,35.6386217,140.0856106,,043-204-2366,,0,,,7:30,19:00,N,,Y,N,N,N,,,,,,,,,,,,,,,,,N,Y
98000016,ぴょこたんランド,,,私立,Y,N,N,認可外保育施設,千葉市稲毛区轟町4-6-23 グランドメゾンとどろき201,,35.627214,140.1141608,,043-216-3957,,0,,,0:00,0:00,Y,,Y,N,Y,Y,,,,,,,,,,,,,,,,,N,Y
98000017,たくみん保育園,,,私立,Y,N,N,認可外保育施設,千葉市若葉区小倉台4-19-2,,35.6278832,140.1715232,,043-214-2711,,0,,,7:00,19:00,N,,Y,Y,N,N,,,,,,,,,,,,,,,,,Y,N
98000018,ベビー＆キッズルームおあふ,,,私立,Y,N,N,認可外保育施設,千葉市若葉区千城台東3-23-3,,35.6187893,140.1979343,,043-236-3624,,0,,,7:00,20:00,N,,Y,Y,N,N,,,,,,,,,,,,,,,,,N,Y
98000019,キッズ倶楽部,,,私立,Y,N,N,認可外保育施設,千葉市若葉区都賀3-17-5 戸村第2ハイツ101,,35.6342573,140.149639,,043-233-8622,,0,,,8:00,20:00,N,,Y,Y,Y,N,,,,,,,,,,,,,,,,,N,Y
98000020,あすみ東保育園,,,私立,Y,N,N,認可外保育施設,千葉市緑区あすみが丘東4-9-2,,35.5228481,140.2756633,,043-295-5823,043-263-0266,0,,,7:00,19:00,N,,Y,Y,N,N,,,,,,,,,,,,,,,,,N,Y
98000021,かるがも保育園鎌取駅前園,,,私立,Y,N,N,認可外保育施設,千葉市緑区おゆみ野3-10-7,,35.5596619,140.178261,,043-292-8349,,0,,,7:00,20:00,N,,Y,Y,Y,N,,,,,,,,,,,,,,,,,Y,N
98000022,保育所ドルフィンキッズランド,,,私立,Y,N,N,認可外保育施設,千葉市緑区おゆみ野3-39-1 セントアベニュー102,,35.5582445,140.1755917,,043-300-1943,,0,,,7:30,19:30,N,,Y,Y,N,N,,,,,,,,,,,,,,,,,N,Y
98000023,リトルガーデンおゆみ野,,,私立,Y,N,N,認可外保育施設,千葉市緑区おゆみ野南2-12-1,,35.5523014,140.1670058,,043-292-6014,,0,,,7:00,20:00,N,,Y,Y,N,N,,,,,,,,,,,,,,,,,N,Y
98000024,近所のおばさんち,,,私立,Y,N,N,認可外保育施設,千葉市緑区中西町605-10,,35.5387497,140.1555961,,043-312-6696,,0,,,7:00,20:00,N,,Y,Y,Y,N,,,,,,,,,,,,,,,,,N,N
98000025,子どものまきば保育園,,,私立,Y,N,N,認可外保育施設,千葉市緑区土気町630-8,,35.5311974,140.2801874,,043-295-3349,,0,,,7:00,19:00,N,,Y,Y,N,N,,,,,,,,,,,,,,,,,Y,N
98000026,リトルガーデン幕張,,,私立,Y,N,N,認可外保育施設,千葉市美浜区中瀬1-6 NTT幕張ビル1F,,35.652924,140.0394622,,043-351-7670,,0,,,7:00,19:00,N,,Y,Y,N,N,,,,,,,,,,,,,,,,,N,Y
98000027,リトルガーデンWBG,,,私立,Y,N,N,認可外保育施設,千葉市美浜区中瀬2-6 WBGマリブウェスト2F,,35.6482007,140.0388642,,043-351-1630,,0,,,7:00,21:00,N,,Y,Y,Y,N,,,,,,,,,,,,,,,,,N,Y
98000028,ペピーハウスにしかわ,,,私立,Y,N,N,認可外保育施設,千葉市緑区おゆみ野1-45-8,,35.5623209,140.167924,,043-291-9369,,0,,,9:00,20:00,,,Y,Y,,,,,,,,,,,,,,,,,,,N,N
幼稚園,院内幼稚園,院内幼稚園,学校法人院内学園,私立,,,,幼稚園,千葉市中央区祐光1の9の5,,35.617546,140.128032,http://in-nai.sakura.ne.jp/,043-222-7775,,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,梅乃園幼稚園,梅乃園幼稚園,学校法人梅園学園,私立,,,,幼稚園,千葉市中央区矢作町939の6,,35.601892,140.141879,http://umezono.net/,043-222-2003,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,九重幼稚園,九重幼稚園,学校法人九重学園,私立,,,,幼稚園,千葉市中央区稲荷町3丁目12番6号,,35.587036,140.126785,http://www.kokonoe.ac.jp/,043-261-1418,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,羔（こひつじ）幼稚園,羔（こひつじ）幼稚園,学校法人羔学園,私立,,,,幼稚園,千葉市中央区東本町5の1,,35.610453,140.129089,http://www.kohitsuji-gakuen.ed.jp/,043-227-6368,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,こまどり幼稚園,こまどり幼稚園,学校法人義英学園,私立,,,,幼稚園,千葉市中央区宮崎町234番地1,,35.584561,140.138873,http://www.kids-club.jp/komadori/index.html,043-261-3083,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,聖マリア幼稚園,聖マリア幼稚園,宗教法人カトリック東京大司教区,私立,,,,幼稚園,千葉市中央区汐見丘町11の11,,35.617861,140.10526,http://www.m-caritas.jp/youchien/11/welcome.html,043-243-0981,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,大巌寺幼稚園,大巌寺幼稚園,学校法人大巌寺学園,私立,,,,幼稚園,千葉市中央区大巌寺町186,,35.574917,140.146778,http://www.daiganji.jp.net/kinder/,043-261-5997,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,千葉明徳短期大学附属幼稚園,千葉明徳短期大学附属幼稚園,学校法人千葉明徳学園,私立,,,,幼稚園,千葉市中央区南生実町1412,,35.560637,140.154581,http://chibameitoku.ac.jp/youchien/,043-265-1614,,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,仁戸名幼稚園,仁戸名幼稚園,学校法人香林学園,私立,,,,幼稚園,千葉市中央区仁戸名町616,,35.585481,140.15575,http://www.nitona.ac.jp/,043-261-5618,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,登戸幼稚園,登戸幼稚園,学校法人大森学園,私立,,,,幼稚園,千葉市中央区新千葉3の14の18,,35.615133,140.107391,http://www.s27nobu-kd.ed.jp/,043-241-3512,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,双葉幼稚園,双葉幼稚園,宗教法人日本聖公会横浜教区,私立,,,,幼稚園,千葉市中央区新田町5の8,,35.608691,140.114464,http://www.chiba-futaba.com/,043-242-4933,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,松ケ丘幼稚園,松ケ丘幼稚園,学校法人松ヶ丘学園,私立,,,,幼稚園,千葉市中央区仁戸名町552,,35.587966,140.155351,http://matsugaoka.ed.jp/,043-265-1815,,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,翠（みどり）幼稚園,翠（みどり）幼稚園,学校法人尾形学園,私立,,,,幼稚園,千葉市中央区春日2の12の10,,35.621137,140.102038,http://www.ne.jp/asahi/midori/youchien/,043-241-2913,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,都幼稚園,都幼稚園,学校法人浜田学園,私立,,,,幼稚園,千葉市中央区都町1の46の22,,35.616356,140.142912,http://www.kidslink.jp/miyako/,043-231-7047,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,山百合幼稚園,山百合幼稚園,学校法人山百合学園,私立,,,,幼稚園,千葉市中央区都町1177の1,,35.609927,140.149073,http://www.wings-since1992.co.jp/yamayuri/index.html,043-231-3600,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,青い鳥幼稚園,青い鳥幼稚園,学校法人芦童学園,私立,,,,幼稚園,千葉市花見川区検見川町1の48,,35.651403,140.0659,http://oyadori.com/,043-271-3175,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,青い鳥第二幼稚園,青い鳥第二幼稚園,学校法人芦童学園,私立,,,,幼稚園,千葉市花見川区さつきが丘2の13,,35.666314,140.092324,http://aoitori2.jp/,043-259-3788,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,暁幼稚園,暁幼稚園,学校法人慶泉学園,私立,,,,幼稚園,千葉市花見川区西小中台2の1,,35.652303,140.086701,http://akatsuki-chiba.boo.jp/,043-271-1950,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,こてはし台幼稚園,こてはし台幼稚園,学校法人広田学園,私立,,,,幼稚園,千葉市花見川区横戸町857,,35.692862,140.121855,http://www.kotedai.ed.jp/,043-257-2111,,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,さざれ幼稚園,さざれ幼稚園,（個人）大野晴永,私立,,,,幼稚園,千葉市花見川区幕張町5の241,,35.655342,140.062117,http://www.sazale.ed.jp/,043-273-8813,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,さつきが丘幼稚園,さつきが丘幼稚園,学校法人もっこく学園,私立,,,,幼稚園,千葉市花見川区さつきが丘1の33の1,,35.665278,140.097994,http://www.satsukigaoka.ac.jp/,043-250-6383,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,新検見川幼稚園,新検見川幼稚園,学校法人城徳学園,私立,,,,幼稚園,千葉市花見川区朝日ヶ丘5の28の61,,35.661557,140.084196,http://www.it-service.co.jp/a/shinkemigawa_kg/,043-271-5000,,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,信徳寺あさひ幼稚園,信徳寺あさひ幼稚園,学校法人信徳学園,私立,,,,幼稚園,千葉市花見川区長作町610の1,,35.681241,140.071448,http://asahikg.com/,043-259-5558,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,スガハラ幼稚園,スガハラ幼稚園,学校法人荻原学園,私立,,,,幼稚園,千葉市花見川区武石町2の1017,,35.661111,140.064566,http://sugahara-makuhari.ed.jp/,043-273-3328,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幼稚園,花見川ちぐさ幼稚園,花見川ちぐさ幼稚園,学校法人井元学園,私立,,,,幼稚園,千葉市花見川区花見川8の19,,35.684888,140.095612,http://dai2chigusa.jp/,043-250-6660,,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,
